-2.220536171,71,0.999358565,1.451165418,121,195,231,1
-2.029108808,37,1.167355516,1.209844333,150,160,255,1
-1.950808984,26,1.068164369,1.182732349,152,142,255,1
-1.957551632,26,1.196029582,1.134782126,152,144,255,1
-2.044621139,0,4.350625506,0.104139299,149,163,255,1
-2.286969668,81,0.890913727,1.54480464,105,205,208,1
-1.9966991,0,4.094621634,0.131984423,152,153,255,1
-2.058293575,0,4.134060056,0.116405873,148,166,255,1
-2.263248972,78,0.797943376,1.583054201,111,201,216,1
-1.988980286,0,3.927689481,0.14384658,152,151,255,1
-2.135032687,0,4.799165975,0.065424239,138,180,255,1
-2.063814007,0,4.129210982,0.116496545,147,167,255,1
-2.012445056,36,0.988421702,1.275013223,151,156,255,1
-1.875363127,0,3.148644969,0.252640977,147,123,255,1
-1.812982983,0,2.745266254,0.332828222,138,106,255,1
-2.127771604,0,4.36845213,0.094138926,139,179,255,1
-1.947777706,0,3.648381197,0.178069968,152,141,255,1
-2.051138828,0,4.212803246,0.110338887,148,164,255,1
-2.117392635,0,4.603688764,0.076746937,140,177,255,1
-2.013392563,0,4.082451268,0.126930419,151,156,255,1
-2.06797569,0,4.189962125,0.110788414,147,168,255,1
-2.003414914,0,4.189995906,0.126085714,151,154,255,1
-1.711038793,1,1.647243369,0.678663005,111,76,255,1
-1.767994211,0,2.359457188,0.420090592,128,93,255,1
-1.946958798,0,3.480851865,0.196188717,152,141,255,1
-1.850863585,0,2.866430664,0.299690826,144,117,255,1
-1.785323948,0,2.492331482,0.385315647,132,98,255,1
-2.236156202,0,5.090343786,0.043605901,117,197,226,1
-1.745275922,0,2.134811293,0.483899468,122,86,255,1
-1.913368101,0,3.462239172,0.206293348,151,133,255,1
-2.042999793,0,4.153842531,0.116092167,149,163,255,1
-1.979335097,0,4.011916805,0.143023115,152,149,255,1
-2.178953582,0,4.814357545,0.060285342,130,188,244,1
-2.037890889,0,4.091349985,0.121840673,149,161,255,1
-1.999993867,0,4.057963407,0.13223079,152,153,255,1
-2.647052204,98,0.768320154,1.867089873,12,241,71,1
-1.805066628,0,2.575338377,0.363077869,136,104,255,1
-1.932591902,0,3.360482873,0.213552021,152,138,255,1
-1.892556777,0,3.385995449,0.222765324,149,128,255,1
-2.001900664,0,3.778328521,0.156285059,151,154,255,1
-2.048244506,0,4.320507484,0.104283615,149,164,255,1
-2.055642756,0,4.406996901,0.098565034,148,165,255,1
-2.026902451,0,3.976825361,0.1333169,150,159,255,1
-1.809525356,0,2.664166165,0.345084017,137,105,255,1
-2.091637853,0,4.378928272,0.093656519,144,172,255,1
-1.750775784,0,2.19040826,0.466642032,123,88,255,1
-2.006971316,0,4.124647001,0.126527354,151,155,255,1
-1.85073503,0,2.942919965,0.287579807,144,117,255,1
-1.861644943,0,3.198444272,0.256475204,146,120,255,1
-2.157901627,0,4.845602991,0.060038523,134,184,251,1
-1.884666012,17,1.161998223,1.077279018,148,126,255,1
-1.784284494,0,2.435508625,0.397518845,132,98,255,1
-1.885229325,17,1.09075748,1.119321374,148,126,255,1
-1.929258773,23,1.129610501,1.137361628,151,137,255,1
-1.995915762,0,3.838051615,0.15020035,152,152,255,1
-1.992903444,0,4.000241695,0.138024726,152,152,255,1
-2.110505963,0,4.517832041,0.082354497,141,176,255,1
-2.004436706,0,3.72910165,0.162174248,151,154,255,1
-1.98872978,0,3.853357253,0.149952278,152,151,255,1
-1.996217839,0,3.903491544,0.144264571,152,152,255,1
-2.126453777,0,4.582563273,0.076811579,139,179,255,1
-2.104647536,51,1.055017606,1.324630041,142,175,255,1
-2.208088124,0,5.144652724,0.043432513,124,193,235,1
-1.859592511,0,2.92588797,0.288217721,145,119,255,1
-2.086106425,0,4.486185859,0.087690969,145,171,255,1
-1.929825319,0,3.408100697,0.207506722,151,137,255,1
-2.15849886,0,4.733389009,0.065753643,134,185,250,1
-2.076395547,46,1.085590794,1.286148057,146,169,255,1
-1.974111425,29,1.143917789,1.168752473,152,147,255,1
-1.799343824,0,2.636433312,0.355961322,135,102,255,1
-1.854496662,0,3.030530526,0.275540544,145,118,255,1
-2.040999567,0,4.159319151,0.116051158,149,162,255,1
-2.027024638,37,1.141944824,1.216953123,150,159,255,1
-2.077730232,0,4.321737082,0.099292414,146,170,255,1
-2.012824497,0,4.002825985,0.132873337,151,156,255,1
-2.026733352,0,4.115492069,0.12138244,150,159,255,1
-1.73966703,1,2.055194923,0.53804463,120,85,255,1
-1.957566521,0,3.677943819,0.172562477,152,144,255,1
-1.71782801,1,1.819249851,0.603574241,113,78,255,1
-2.003035354,0,3.829294468,0.150388925,151,154,255,1
-1.745475128,1,2.116161506,0.527105096,122,86,255,1
-2.201166691,69,0.91533741,1.464865326,125,192,237,1
-2.535958556,96,0.758559584,1.794223046,37,232,112,1
-2.02061815,36,1.144440262,1.214394555,151,158,255,1
-2.032001072,0,3.972548884,0.133394517,150,160,255,1
-2.013710631,0,3.93141112,0.138836111,151,156,255,1
-1.93018123,23,1.144598143,1.129935146,151,137,255,1
-2.064916485,0,4.264281803,0.104850256,147,167,255,1
-1.891818715,0,3.246781797,0.235529091,149,127,255,1
-2.114137386,0,4.517090293,0.082445577,141,177,255,1
-4.062467344,100,0.482233785,2.978811292,255,205,4,1
-2.228621868,0,5.099494018,0.043557759,119,196,228,1
-2.111928702,0,4.435525383,0.088240475,141,176,255,1
-2.136007882,57,1.003758403,1.369013702,138,181,255,1
-1.83161653,11,1.231937189,0.99821149,141,111,255,1
-1.820094957,0,2.803655632,0.321238569,139,108,255,1
-2.019948425,0,3.92609123,0.139014765,151,158,255,1
-1.896059654,16,1.430301305,0.991310495,149,129,255,1
-2.157560936,0,4.646351993,0.071470884,134,184,251,1
