-0.673775332,1.258482996,-0.564988672,0.778348756,121,195,231,1
0.042087942,0.165105747,-0.420365068,0.333603641,150,160,255,1
0.334898576,-0.188633951,-0.505755792,0.283637339,152,142,255,1
0.309683717,-0.188633951,-0.395680412,0.195266994,152,144,255,1
-0.015922094,-1.024745965,2.320017889,-1.704166541,149,163,255,1
-0.922210562,1.58006454,-0.658345625,0.950922099,105,205,208,1
0.16328754,-1.024745965,2.099631729,-1.652849092,152,153,255,1
-0.067051644,-1.024745965,2.133583099,-1.681559736,148,166,255,1
-0.833504461,1.483590077,-0.738381049,1.021414511,111,201,216,1
0.192152877,-1.024745965,1.955924777,-1.63098761,152,151,255,1
-0.354025831,-1.024745965,2.706153108,-1.77551685,138,180,255,1
-0.087695894,-1.024745965,2.129408675,-1.681392631,147,167,255,1
0.10440384,0.132947593,-0.574403894,0.4537073,151,156,255,1
0.617036498,-1.024745965,1.285268406,-1.430483885,147,123,255,1
0.850313775,-1.024745965,0.938011603,-1.282701997,138,106,255,1
-0.326872227,-1.024745965,2.335364302,-1.72259683,139,179,255,1
0.346234368,-1.024745965,1.715476539,-1.567915273,152,141,255,1
-0.040295698,-1.024745965,2.201370783,-1.692740949,148,164,255,1
-0.288058953,-1.024745965,2.537872561,-1.75464957,140,177,255,1
0.100860534,-1.024745965,2.089154621,-1.662163418,151,156,255,1
-0.103258959,-1.024745965,2.181707537,-1.691912489,147,168,255,1
0.138173029,-1.024745965,2.181736618,-1.663720175,151,154,255,1
1.231545072,-0.99258781,-0.007243813,-0.645342315,111,76,255,1
1.018554142,-1.024745965,0.605879993,-1.121880937,128,93,255,1
0.349296764,-1.024745965,1.571255493,-1.534523143,152,141,255,1
0.708655179,-1.024745965,1.04231846,-1.343772893,144,117,255,1
0.953747721,-1.024745965,0.720267541,-1.185969771,132,98,255,1
-0.732188124,-1.024745965,2.95681947,-1.815727174,117,197,226,1
1.103511634,-1.024745965,0.412488988,-1.00428373,122,86,255,1
0.4749128,-1.024745965,1.555232377,-1.515900713,151,133,255,1
-0.009858897,-1.024745965,2.150613247,-1.682137883,149,163,255,1
0.228222103,-1.024745965,2.028433589,-1.632505223,152,149,255,1
-0.518272755,-1.024745965,2.719231081,-1.784987632,130,188,244,1
0.009246401,-1.024745965,2.096815263,-1.671543616,149,161,255,1
0.150966403,-1.024745965,2.068073746,-1.652395046,152,153,255,1
-2.268778047,2.126753164,-0.763882805,1.544880902,12,241,71,1
0.879917838,-1.024745965,0.791725722,-1.226953107,136,104,255,1
0.40302332,-1.024745965,1.467633389,-1.502523268,152,138,255,1
0.552738991,-1.024745965,1.489596412,-1.485543519,149,128,255,1
0.143835731,-1.024745965,1.827344346,-1.60806399,151,154,255,1
-0.029472068,-1.024745965,2.294090174,-1.703900572,149,164,255,1
-0.05713862,-1.024745965,2.368546355,-1.714439689,148,165,255,1
0.050338852,-1.024745965,1.998224402,-1.650393389,150,159,255,1
0.863243945,-1.024745965,0.868194937,-1.260115056,137,105,255,1
-0.191746167,-1.024745965,2.344382902,-1.723485887,144,172,255,1
1.082944306,-1.024745965,0.460350772,-1.036088493,123,88,255,1
0.124873478,-1.024745965,2.125479679,-1.66290625,151,155,255,1
0.709135923,-1.024745965,1.108165836,-1.366093017,144,117,255,1
0.668337127,-1.024745965,1.328139152,-1.423417557,146,120,255,1
-0.439546701,-1.024745965,2.746129361,-1.785442509,134,184,251,1
0.582247359,-0.47805734,-0.424977002,0.089291064,148,126,255,1
0.957634872,-1.024745965,0.671350425,-1.163479764,132,98,255,1
0.580140789,-0.47805734,-0.48630605,0.166773447,148,126,255,1
0.415487916,-0.285108414,-0.452858634,0.200020914,151,137,255,1
0.166216914,-1.024745965,1.878758191,-1.619277866,152,152,255,1
0.177481803,-1.024745965,2.018382832,-1.641717053,152,152,255,1
-0.262305501,-1.024745965,2.463961047,-1.744315061,141,176,255,1
0.134351926,-1.024745965,1.784966389,-1.59721045,151,154,255,1
0.193089671,-1.024745965,1.891934361,-1.619735052,152,151,255,1
0.165087265,-1.024745965,1.935093489,-1.630217269,152,152,255,1
-0.321944071,-1.024745965,2.51968625,-1.754530438,139,179,255,1
-0.240397281,0.615319909,-0.51707345,0.545149114,142,175,255,1
-0.627224517,-1.024745965,3.003572428,-1.816046722,124,193,235,1
0.67601242,-1.024745965,1.093503495,-1.364917367,145,119,255,1
-0.171060795,-1.024745965,2.436717786,-1.734480157,145,171,255,1
0.413369258,-1.024745965,1.508626165,-1.513664513,151,137,255,1
-0.441780118,-1.024745965,2.649527664,-1.774909772,134,185,250,1
-0.134745922,0.454529137,-0.490753898,0.474228354,146,169,255,1
0.247756587,-0.092159488,-0.440541913,0.257872986,152,147,255,1
0.901318884,-1.024745965,0.844320543,-1.240068618,135,102,255,1
0.695068894,-1.024745965,1.183587176,-1.388280898,145,118,255,1
-0.002378835,-1.024745965,2.155327907,-1.682213461,149,162,255,1
0.049881917,0.165105747,-0.44224038,0.346704857,150,159,255,1
-0.139737121,-1.024745965,2.295148699,-1.713099157,146,170,255,1
0.102984877,-1.024745965,2.020607571,-1.651210859,151,156,255,1
0.050971213,-1.024745965,2.117598469,-1.672388121,150,159,255,1
1.124486692,-0.99258781,0.343949611,-0.90449636,120,85,255,1
0.309628041,-1.024745965,1.740926126,-1.578065359,152,144,255,1
1.206156061,-0.99258781,0.140831479,-0.783727906,113,78,255,1
0.139592435,-1.024745965,1.871219422,-1.618930329,151,154,255,1
1.102766684,-0.99258781,0.396433939,-0.924657484,122,86,255,1
-0.601341074,1.194166687,-0.637319999,0.803597137,125,192,237,1
-1.853331368,2.062436856,-0.772285391,1.410590252,37,232,112,1
0.073839671,0.132947593,-0.440092132,0.341989519,151,158,255,1
0.031272005,-1.024745965,1.99454291,-1.650250344,150,160,255,1
0.099671084,-1.024745965,1.959128626,-1.640221704,151,156,255,1
0.412038289,-0.285108414,-0.439956217,0.186334203,151,137,255,1
-0.091818729,-1.024745965,2.245687149,-1.702856275,147,167,255,1
0.555499053,-1.024745965,1.369751497,-1.462020406,149,127,255,1
-0.2758856,-1.024745965,2.463322498,-1.744147204,141,177,255,1
-7.561875641,2.191069473,-1.010166096,3.593739041,255,205,4,1
-0.704012667,-1.024745965,2.964696635,-1.815815898,119,196,228,1
-0.267625986,-1.024745965,2.393105681,-1.733467439,141,176,255,1
-0.357672677,0.808268835,-0.561200982,0.626946425,138,181,255,1
0.780631618,-0.671006266,-0.364768616,-0.05642723,141,111,255,1
0.823717781,-1.024745965,0.988277291,-1.304061264,139,108,255,1
0.076344182,-1.024745965,1.95454889,-1.639892452,151,158,255,1
0.539639604,-0.510215495,-0.194002817,-0.069145487,149,129,255,1
-0.438272647,-1.024745965,2.574600071,-1.764373125,134,184,251,1
-0.08113618,0.293738365,-0.646059154,0.631079288,147,166,255,1
-1.401226942,1.933804238,-0.786580181,1.282831817,70,221,159,1
